identity/LineItemId,identity/TimeInterval,bill/InvoiceId,bill/InvoicingEntity,bill/BillingEntity,bill/BillType,bill/PayerAccountId,bill/BillingPeriodStartDate,bill/BillingPeriodEndDate,lineItem/UsageAccountId,lineItem/LineItemType,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/AvailabilityZone,lineItem/ResourceId,lineItem/UsageAmount,lineItem/NormalizationFactor,lineItem/NormalizedUsageAmount,lineItem/CurrencyCode,lineItem/UnblendedRate,lineItem/UnblendedCost,lineItem/BlendedRate,lineItem/BlendedCost,lineItem/LineItemDescription,lineItem/TaxType,lineItem/LegalEntity,product/ProductName,product/availability,product/datatransferout,product/description,product/durability,product/feeCode,product/feeDescription,product/fromLocation,product/fromLocationType,product/fromRegionCode,product/group,product/groupDescription,product/jobType,product/location,product/locationType,product/logsDestination,product/maxThroughputvolume,product/operation,product/platoclassificationtype,product/productFamily,product/region,product/regionCode,product/servicecode,product/servicename,product/sku,product/storage,product/storageClass,product/storageMedia,product/toLocation,product/toLocationType,product/toRegionCode,product/transferType,product/usagetype,product/version,product/volumeType,pricing/RateCode,pricing/RateId,pricing/currency,pricing/publicOnDemandCost,pricing/publicOnDemandRate,pricing/term,pricing/unit,reservation/AmortizedUpfrontCostForUsage,reservation/AmortizedUpfrontFeeForBillingPeriod,reservation/EffectiveCost,reservation/EndTime,reservation/ModificationStatus,reservation/NormalizedUnitsPerReservation,reservation/NumberOfReservations,reservation/RecurringFeeForUsage,reservation/StartTime,reservation/SubscriptionId,reservation/TotalReservedNormalizedUnits,reservation/TotalReservedUnits,reservation/UnitsPerReservation,reservation/UnusedAmortizedUpfrontFeeForBillingPeriod,reservation/UnusedNormalizedUnitQuantity,reservation/UnusedQuantity,reservation/UnusedRecurringFee,reservation/UpfrontValue,savingsPlan/TotalCommitmentToDate,savingsPlan/SavingsPlanARN,savingsPlan/SavingsPlanRate,savingsPlan/UsedCommitment,savingsPlan/SavingsPlanEffectiveCost,savingsPlan/AmortizedUpfrontCommitmentForBillingPeriod,savingsPlan/RecurringCommitmentForBillingPeriod,resourceTags/user:awsApplication
glx7aiqz2ghm6t7li6526dt4jw437iofotnbm6nvlnrcz7mnhqna,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Tax,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,AmazonApiGateway,APS3-ApiGatewayRequest,ApiGatewayRequest,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonApiGateway usage type APS3-ApiGatewayRequest operation ApiGatewayRequest,India GST,Amazon Web Services India Private Limited,Amazon API Gateway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oe5x4ou3pws2kvgdbhvxnzdjhfdsk6wibfro3cde76wf37gcz6aq,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Tax,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,AmazonCloudWatch,APS3-DataScanned-Bytes,StartQuery,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonCloudWatch usage type APS3-DataScanned-Bytes operation StartQuery,India GST,Amazon Web Services India Private Limited,AmazonCloudWatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4wrjkji4ketijprbjbl3pe5hj6yguolw2saqmddbbwwfagptbufa,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Tax,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,AmazonCloudWatch,APS3-TimedStorage-ByteHrs,,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonCloudWatch usage type APS3-TimedStorage-ByteHrs,India GST,Amazon Web Services India Private Limited,AmazonCloudWatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
njvxwx3uvzwhhmtkfd4l4ro4f76kgvmmj6w2jq6i4xoscap7k3pq,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Tax,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,AmazonCloudWatch,APS3-VendedLog-Bytes,PutLogEvents,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonCloudWatch usage type APS3-VendedLog-Bytes operation PutLogEvents,India GST,Amazon Web Services India Private Limited,AmazonCloudWatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zpwv2wovwk3jr23xppxcxmfg5dy5rqch3mviu22b7t4tpm4uqm7q,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Tax,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,AmazonCognito,APS3-CognitoEssentialsMAU,CognitoEssentialsOperation,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonCognito usage type APS3-CognitoEssentialsMAU operation CognitoEssentialsOperation,India GST,Amazon Web Services India Private Limited,Amazon Cognito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2tchpk2jxmbkdfvdexvu2syaekupeeeljx3mezvteqyd7d2isb2q,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Tax,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,AmazonDataZone,Global-DataZoneCompute,Ingestion,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonDataZone usage type Global-DataZoneCompute operation Ingestion,India GST,Amazon Web Services India Private Limited,Amazon DataZone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6u6zzl25lg3licrieb7eimtoumdvupahvx5j2shics7qy5zi6zha,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Tax,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,AmazonDataZone,Global-DataZoneStorage,,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonDataZone usage type Global-DataZoneStorage,India GST,Amazon Web Services India Private Limited,Amazon DataZone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2zvy22kiv2xihbcjbrtuhqxc5sbtfgalmxauxs77sq2ctqrtzg7q,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Tax,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,AmazonDynamoDB,APS3-ReadRequestUnits,PayPerRequestThroughput,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonDynamoDB usage type APS3-ReadRequestUnits operation PayPerRequestThroughput,India GST,Amazon Web Services India Private Limited,Amazon DynamoDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7xettx7tac3km4myc7tik6stfywx2ohkhkvnnugjwgoa5kjdpu4q,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Tax,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,AmazonDynamoDB,APS3-TimedStorage-ByteHrs,,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonDynamoDB usage type APS3-TimedStorage-ByteHrs,India GST,Amazon Web Services India Private Limited,Amazon DynamoDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jniql5hp3kx3jmpds7yynybkiumcwth237w7mapqszfdjo5x7hqq,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Tax,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,AmazonDynamoDB,APS3-WriteRequestUnits,PayPerRequestThroughput,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonDynamoDB usage type APS3-WriteRequestUnits operation PayPerRequestThroughput,India GST,Amazon Web Services India Private Limited,Amazon DynamoDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khvm55yksqagbdb7zeq2dsbhbfb7vzgxmkrypg7u2zpzbsodklma,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Tax,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,AmazonEFS,APS3-TimedStorage-ByteHrs,,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonEFS usage type APS3-TimedStorage-ByteHrs,India GST,Amazon Web Services India Private Limited,Amazon Elastic File System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enhmba273yhehhxpvzhtunz4k7vjx5n6snapcti3pzz7pvkpkj6a,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,Amazon Web Services India Private Limited,AWS,Anniversary,763165854974,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,763165854974,Tax,2026-05-01T00:00:00Z,2026-06-01T00:00:00Z,AmazonS3,APS3-Requests-Tier1,,,,1.0000000000,,,USD,,0.0000000000,,0.0000000000,Tax for product code AmazonS3 usage type APS3-Requests-Tier1,India GST,Amazon Web Services India Private Limited,Amazon Simple Storage Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
